park_id,date,time,court_id,status,reservation_link,is_available
4,2025-08-15,1:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660383,True
4,2025-08-15,1:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660384,True
4,2025-08-15,2:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660385,True
4,2025-08-15,2:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660386,True
4,2025-08-15,2:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660387,True
4,2025-08-15,3:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660388,True
4,2025-08-15,3:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660389,True
4,2025-08-15,3:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660390,True
4,2025-08-15,4:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660391,True
4,2025-08-15,4:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660392,True
4,2025-08-15,4:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660393,True
4,2025-08-15,5:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660394,True
4,2025-08-15,5:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660395,True
4,2025-08-15,5:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660396,True
4,2025-08-15,6:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660397,True
4,2025-08-15,6:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660398,True
4,2025-08-15,6:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660399,True
4,2025-08-15,7:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660400,True
4,2025-08-15,7:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660401,True
4,2025-08-15,7:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660402,True
4,2025-08-16,8:00 a.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660403,True
4,2025-08-16,8:00 a.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660404,True
4,2025-08-16,9:00 a.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660408,True
4,2025-08-16,10:00 a.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660410,True
4,2025-08-16,10:00 a.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660411,True
4,2025-08-16,11:00 a.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660413,True
4,2025-08-16,12:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660415,True
4,2025-08-16,12:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660416,True
4,2025-08-16,1:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660418,True
4,2025-08-16,1:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660419,True
4,2025-08-16,1:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660420,True
4,2025-08-16,2:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660421,True
4,2025-08-16,2:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660422,True
4,2025-08-16,2:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660423,True
4,2025-08-16,3:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660425,True
4,2025-08-16,3:00 p.m.,12,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660426,True
4,2025-08-16,4:00 p.m.,10,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660427,True
4,2025-08-16,4:00 p.m.,11,Reserve this time,https://www.nycgovparks.org/tennisreservation/reserve/660428,True
